FoliageArthID,BeatSheetFK,CCGroup,Length,Quantity,PhotoURL,CCNotes,TaxonLevel,Taxon,TotalMass,TaxonID,NumberWeighed
106777,132404,beetle,3,1,NA,NA,family,Mordellidae,3.2,114383,
106778,132404,beetle,4,1,NA,NA,family,Elateridae,3.9,113879,
106779,132406,beetle,4,1,NA,NA,family,Elateridae,6.1,113879,
106780,132406,spider,2,1,NA,NA,family,Araneidae,0.8,82737,
106783,132408,beetle,4,1,NA,NA,family,Elateridae,2.7,113879,
106784,132408,ant,3,1,NA,NA,genus,Crematogaster,1.2,574052,
106785,132408,ant,3,1,NA,NA,species,Prenolepis imparis,0.2,577971,
106788,132410,grasshopper,3,1,NA,NA,family,Gryllidae,NA,102281,
106789,132410,ant,3,1,NA,NA,species,Prenolepis imparis,0.5,577971,
106790,132410,spider,2,1,NA,NA,family,Thomisidae,0.8,871543,
106795,132413,beetle,5,1,NA,NA,family,Elateridae,9.5,113879,
106796,132414,ant,4,2,NA,NA,genus,Camponotus,4.2,154194,
106797,132415,beetle,5,1,NA,NA,family,Elateridae,5.7,113879,
106826,132431,beetle,3,1,NA,NA,family,Mordellidae,2.2,114383,
106830,132436,beetle,5,1,NA,NA,species,Rhagonycha mollis,12.1,834498,
206830,132436,spider,2,2,NA,NA,family,Thomisidae,2.2,871543,
106831,132436,beetle,4,1,NA,NA,family,Elateridae,3.8,113879,
106832,132439,beetle,6,2,NA,NA,species,Rhagonycha mollis,17.5,834498,
106833,132439,other,2,1,NA,NA,order,Psocodea,0.4,998435,
106834,132439,other,3,1,NA,NA,order,Psocodea,1.7,998435,
106835,132443,beetle,2,1,NA,NA,species,Microtonus sericans,0.9,NA,
106843,132450,other,3,1,NA,NA,order,Psocodea,0.2,998435,
106846,132452,daddylonglegs,5,1,NA,NA,family,Phalangiidae,53.6,1012454,
106847,132453,beetle,3,1,NA,NA,species,Microtonus sericans,1.4,NA,
106848,132453,spider,3,1,NA,NA,family,Araneidae,1.7,82737,
107306,132711,beetle,4,1,NA,NA,family,Elateridae,5.7,113879,
107307,132711,beetle,3,1,NA,NA,family,Mordellidae,1.4,114383,
107308,132711,grasshopper,2,1,NA,NA,family,Gryllidae,0.3,102281,
107322,132721,grasshopper,3,1,NA,NA,family,Gryllidae,1.5,102281,
107323,132721,spider,2,1,NA,NA,family,Araneidae,0.5,82737,
107324,132722,grasshopper,3,1,NA,NA,genus,Oecanthus,0.3,102363,
107325,132722,truebugs,3,1,NA,NA,family,Miridae,1.1,104419,
107326,132722,other,2,1,NA,NA,order,Psocodea,0.7,998435,
107327,132723,beetle,3,1,NA,NA,species,Microtonus sericans,1.6,NA,
107328,132723,beetle,4,1,NA,NA,family,Elateridae,5.3,113879,
107329,132723,other,4,1,NA,NA,family,Hemerobiidae,2.8,115080,
107331,132726,beetle,5,1,NA,NA,family,Elateridae,12.5,113879,
107332,132726,beetle,7,1,NA,NA,family,Cantharidae,17.2,113837,
107333,132726,beetle,9,1,NA,NA,family,Cantharidae,NA,113837,
107334,132726,spider,4,1,NA,NA,family,Araneidae,4.1,82737,
107341,132729,beetle,3,1,NA,NA,family,Elateridae,2.6,113879,
107342,132729,beetle,4,1,NA,NA,family,Elateridae,4.4,113879,
107343,132729,beetle,5,1,NA,NA,family,Elateridae,8.9,113879,
107344,132731,ant,5,1,NA,NA,genus,Camponotus,3.9,154194,
107345,132731,beetle,4,1,NA,NA,family,Mordellidae,2.4,114383,
107346,132731,beetle,3,1,NA,NA,species,Microtonus sericans,1.8,NA,
107347,132731,truebugs,3,1,NA,NA,suborder,Heteroptera,NA,103358,
107348,132732,beetle,2,2,NA,NA,species,Microtonus sericans,1.5,NA,
107349,132732,beetle,5,1,NA,NA,family,Cantharidae,5.7,113837,
107350,132732,beetle,7,1,NA,NA,family,Cantharidae,NA,113837,
107351,132732,spider,2,1,NA,NA,family,Araneidae,1.7,82737,
107352,132732,beetle,5,1,NA,NA,family,Elateridae,NA,113879,
107353,132733,beetle,7,1,NA,NA,family,Elateridae,11,113879,
107354,132734,beetle,2,1,NA,NA,species,Microtonus sericans,0.7,NA,
107355,132734,beetle,4,1,NA,NA,family,Elateridae,4,113879,
107356,132735,beetle,2,1,NA,NA,species,Microtonus sericans,0.7,NA,
107357,132735,beetle,4,1,NA,NA,family,Mordellidae,NA,114383,
107358,132736,spider,4,1,NA,NA,family,Araneidae,6.2,82737,
107359,132737,ant,4,1,NA,NA,family,Formicidae,NA,154193,
107360,132737,beetle,5,1,NA,NA,family,Cantharidae,7.8,113837,
107361,132738,beetle,5,1,NA,NA,species,Rhagonycha mollis,8.5,834498,
107362,132739,beetle,3,1,NA,NA,family,Mordellidae,NA,114383,
207362,232739,other,3,1,NA,NA,order,Psocodea,1.9,998435,
207363,232739,spider,2,1,NA,NA,family,Theridiidae,0.5,82740,
107366,132743,leafhopper,3,1,NA,NA,suborder,Auchenorrhyncha,NA,109167,
107367,132744,grasshopper,3,1,NA,NA,order,NA,NA,NA,
107368,132745,beetle,4,1,NA,NA,family,Mordellidae,2.8,114383,
107369,132745,beetle,5,1,NA,NA,family,Elateridae,9.4,113879,
107370,132745,bee,4,1,NA,NA,family,Braconidae,0.6,152867,
107371,132746,beetle,4,1,NA,NA,family,Mordellidae,3,114383,
107372,132746,moths,3,1,NA,NA,NA,Lepidoptera,0.1,117232,
107375,132748,daddylonglegs,3,2,NA,NA,family,Phalangiidae,52,1012454,
107958,133017,beetle,6,1,NA,NA,family,Elateridae,7.5,113879,
107959,133017,unidentified,2,1,NA,NA,order,Hemiptera,0,103359,
107960,133019,beetle,6,1,NA,NA,family,Cantharidae,14.7,113837,
107961,133019,beetle,5,1,NA,NA,family,Elateridae,9.4,113879,
107962,133019,spider,2,1,NA,NA,family,Araneidae,2.6,82737,
107963,133019,other,2,1,NA,NA,order,Psocodea,1,998435,
107964,133020,beetle,2,1,NA,NA,species,Microtonus sericans,0.5,NA,
107965,133021,beetle,7,2,NA,NA,species,Rhagonycha mollis,19.6,834498,
107966,133022,spider,2,1,NA,NA,family,Theridiidae,0.9,82740,
107967,133022,other,2,1,NA,NA,order,Psocodea,0.6,998435,
107968,133023,beetle,6,1,NA,NA,family,Elateridae,11.6,113879,
107969,133024,beetle,7,2,NA,NA,family,Elateridae,24.6,113879,
107970,133025,beetle,7,1,NA,NA,species,Rhagonycha mollis,6.9,834498,
107971,133025,beetle,6,2,NA,NA,family,Elateridae,23,113879,
107972,133025,beetle,5,1,NA,NA,family,Elateridae,9.4,113879,
107973,133027,beetle,2,1,NA,NA,family,Curculionidae,2.7,114666,
107974,133027,beetle,3,1,NA,NA,species,Microtonus sericans,2.1,NA,
107975,133027,beetle,4,1,NA,NA,family,Mordellidae,2.1,114383,
107976,133027,beetle,6,1,NA,NA,family,Elateridae,10.6,113879,
107977,133028,beetle,4,1,NA,NA,family,Elateridae,3.7,113879,
107978,133028,other,3,1,NA,NA,order,Psocodea,NA,998435,
107979,133029,beetle,7,1,NA,NA,family,Elateridae,10.6,113879,
107985,133035,beetle,4,1,NA,NA,family,Elateridae,4.2,113879,
107986,133035,beetle,5,1,NA,NA,family,Elateridae,9.5,113879,
207986,133035,NA,3,1,NA,NA,family,Curculionidae,2.6,114666,
107987,133035,beetle,4,1,NA,NA,family,Mordellidae,NA,114383,
107988,133035,beetle,6,1,NA,NA,genus,Rhagonycha,12.1,834309,
107993,133038,beetle,7,3,NA,NA,family,Elateridae,26.5,113879,
107994,133038,beetle,5,1,NA,NA,species,Isomira pulla,7.2,NA,
107995,133038,beetle,4,1,NA,NA,family,Tenebrionidae,3.9,114419,
107996,133038,beetle,4,2,NA,NA,family,Mordellidae,4,114383,
107997,133038,beetle,3,1,NA,NA,family,Mordellidae,1.5,114383,
107998,133038,spider,4,1,NA,NA,family,Anyphaenidae,1.3,871515,
107999,133038,aphid,2,1,NA,"lost, Aphididae",suborder,Sternorrhyncha,NA,109185,
108001,133040,spider,3,1,NA,Lost,family,Thomisidae,0.9,871543,
108002,133040,beetle,7,2,NA,Elateridae,family,Elateridae,20.7,113879,
208003,133040,NA,7,1,NA,NA,genus,Rhagonycha,12.5,834309,
108003,133040,beetle,7,1,NA,Lampyridae,species,Rhagonycha mollis,7.1,834498,
108004,133040,beetle,5,1,NA,Elateridae,family,Elateridae,7.8,113879,
108005,133040,ant,3,2,NA,NA,genus,Crematogaster,1.1,574052,
108006,133041,beetle,7,1,NA,Elateridae,family,Elateridae,12.6,113879,
108007,133041,beetle,6,1,NA,Elateridae,family,Elateridae,10.8,113879,
108008,133041,beetle,5,1,NA,Elateridae,family,Elateridae,8.8,113879,
108014,133045,fly,6,1,NA,"Leggy, lost",order,Diptera,NA,118831,
108015,133045,ant,5,1,NA,NA,genus,Camponotus,2.4,154194,
108016,133045,leafhopper,3,1,NA,Lost,suborder,Auchenorrhyncha,NA,109167,
108017,133045,spider,2,1,NA,NA,family,Araneidae,1.8,82737,
108020,133047,ant,5,1,NA,NA,genus,Formica,6.9,154211,
108021,133049,beetle,2,1,NA,NA,species,Microtonus sericans,0.8,NA,
108022,133049,beetle,3,1,NA,Mordellidae,family,Mordellidae,1.4,114383,
108023,133049,beetle,4,1,NA,"Mordellidae, lost",family,Mordellidae,NA,114383,
108028,133051,beetle,6,1,NA,Elateridae,family,Elateridae,11.5,113879,
108029,133051,spider,3,1,NA,NA,family,Anyphaenidae,3.2,871515,
108228,133242,truebugs,5,1,NA,"Lost, Tingidae?",suborder,Tingidae,NA,104177,
108229,133243,beetle,5,1,NA,NA,family,Meloidae,0.8,114387,
108230,133243,beetle,2,1,NA,Mordellidae,family,Mordellidae,1.2,114383,
108231,133244,leafhopper,3,2,NA,"Lost 1, nymphs",superfamily,Fulgoroidea,3.4,109173,
108232,133245,beetle,6,1,NA,Elateridae,family,Elateridae,10.8,113879,
108233,133245,beetle,7,1,NA,Elateridae,family,Elateridae,10,113879,
108234,133245,spider,2,1,NA,NA,family,Araneidae,1,82737,
108235,133246,fly,6,1,NA,NA,family,Tachinidae,6.7,152643,
108239,133248,beetle,3,1,NA,NA,family,Chrysomelidae,3.8,114509,
108240,133248,beetle,2,2,NA,larvae,family,Coccinellidae,0.8,114329,
108241,133248,other,2,26,NA,Psocodea,order,Psocodea,4.8,998435,
108244,133250,beetle,3,1,NA,NA,species,Microtonus sericans,1,NA,
108245,133250,beetle,2,1,NA,NA,species,Microtonus sericans,0.1,NA,
108246,133250,other,2,13,NA,Psocodea,order,Psocodea,3.2,998435,
108247,133251,other,2,3,NA,Psocodea,order,Psocodea,0.7,998435,
108249,133253,beetle,2,1,NA,NA,species,Microtonus sericans,0.9,NA,
108250,133253,other,2,10,NA,Psocodea,order,Psocodea,3.6,998435,
108251,133254,beetle,5,1,NA,Curculionidae,family,Curculionidae,6.3,114666,
108256,133256,leafhopper,3,1,NA,"Cicadellidae, lost",suborder,Auchenorrhyncha,NA,109167,
108257,133256,truebugs,4,1,NA,NA,family,Miridae,1.4,104419,
108258,133256,truebugs,5,1,NA,NA,family,Berytidae,0.4,107642,
108259,133256,other,2,14,NA,Psocodea,order,Psocodea,3.1,998435,
108260,133257,truebugs,5,1,NA,Miridae,family,Miridae,5.8,104419,
108261,133257,fly,5,1,NA,NA,species,Plecia nearctica,3.1,121315,
108262,133257,other,2,10,NA,Psocodea,order,Psocodea,2.2,998435,
108271,133259,other,2,6,NA,Psocodea,order,Psocodea,1.1,998435,
108272,133259,other,10,3,NA,"Mantodea, lost 1, nymphs, observed ootheca",species,Mantis religiosa,6.4,666619,
108273,133259,truebugs,2,1,NA,nymph,family,Miridae,0.3,104419,
108274,133259,truebugs,4,1,NA,Miridae,family,Miridae,4.1,104419,
108275,133259,spider,5,1,NA,Lost,order,Araneae,NA,82732,
108277,133261,other,2,9,NA,Psocodea,order,Psocodea,1.6,998435,
108278,133261,truebugs,2,2,NA,nymphs,family,Miridae,1.9,104419,
108282,133263,other,2,8,NA,Psocodea,order,Psocodea,1.8,998435,
108283,133263,beetle,2,1,NA,Curculionidae,order,Coleoptera,1.5,109216,
108284,133263,bee,2,1,NA,NA,family,Torymidae,0.3,153968,
108294,133267,beetle,2,1,NA,NA,species,Microtonus sericans,0.7,NA,
108295,133268,truebugs,2,1,NA,nymph,species,Boisea trivittata,0.6,108529,
108296,133268,truebugs,5,1,NA,NA,family,Berytidae,0.5,107642,
108297,133271,other,7,1,NA,Neuroptera larva,family,Chrysopidae,3.5,115081,
108298,133272,spider,5,1,NA,"Salticidae, black with white spots, lost",family,Salticidae,NA,871537,
108299,133272,beetle,4,1,NA,Elateridae,family,Elateridae,2.8,113879,
108300,133272,fly,2,1,NA,NA,order,Diptera,0.2,118831,
108301,133273,ant,6,1,NA,NA,genus,Formica,3.4,154211,
108302,133273,grasshopper,2,1,NA,Had long antennae but broke during capture,family,Gryllidae,0.2,102281,
108303,133276,ant,5,1,NA,Lost,family,Formicidae,NA,154193,
108304,133276,moths,5,1,NA,Lost,order,Lepidoptera,NA,117232,
108305,133256,other,4,1,NA,Trichoptera,order,Trichoptera,NA,115095,
109154,133681,beetle,3,1,NA,NA,species,Microtonus sericans,0.5,NA,
109155,133682,beetle,2,2,NA,NA,species,Microtonus sericans,1.1,NA,
109156,133682,beetle,4,1,NA,NA,genus,Malthinus,0.6,834312,
109157,133682,beetle,7,1,NA,Elateridae,family,Elateridae,13.4,113879,
109158,133683,other,3,1,NA,Neuroptera larva,family,Hemerobiidae,0.2,115080,
109159,133684,grasshopper,3,1,NA,Oecanthus,genus,Oecanthus,0.2,102363,
109160,133685,beetle,4,2,NA,NA,family,Elateridae,5.3,113879,
109161,133685,beetle,6,1,NA,Elateridae,family,Elateridae,8.5,113879,
109162,133685,beetle,3,1,NA,Mordellidae,family,Mordellidae,0.8,114383,
109166,133688,beetle,6,1,NA,NA,family,Cantharidae,6.4,113837,
109167,133688,beetle,7,1,NA,NA,family,Cantharidae,9.2,113837,
109171,133691,grasshopper,3,1,NA,NA,family,Gryllidae,1.4,102281,
109172,133692,beetle,2,1,NA,NA,species,Microtonus sericans,0.5,NA,
109173,133692,beetle,5,1,NA,NA,species,Isomira sericea,5.4,NA,
109174,133692,other,2,2,NA,Psocodea,order,Psocodea,0.5,998435,
109177,133694,other,2,3,NA,Psocodea,order,Psocodea,1,998435,
109178,133694,beetle,6,1,NA,Elateridae,family,Elateridae,11.7,113879,
109179,133695,beetle,4,1,NA,"Coccinellidae, larva",order,Coleoptera,2.9,109216,
109180,133695,truebugs,3,1,NA,NA,suborder,Heteroptera,1,103358,
109181,133695,other,2,1,NA,Psocodea,order,Psocodea,0.1,998435,
109183,133697,bee,4,1,NA,Lost,order,Hymenoptera,NA,152741,
109184,133697,leafhopper,3,1,NA,Lost,suborder,Auchenorrhyncha,NA,109167,
109185,133697,beetle,7,1,NA,"Elateridae, lost",family,Elateridae,NA,113879,
109186,133697,other,10,3,NA,Mantodea,species,Mantis religiosa,11.1,666619,
109187,133697,other,2,5,NA,Psocodea,order,Psocodea,1.5,998435,
109188,133698,other,2,7,NA,Psocodea,order,Psocodea,1.6,998435,
109189,133698,unidentified,4,1,NA,"Larva, white velvety on back",order,Coleoptera,5.9,109216,
109190,133698,bee,2,1,NA,Lost,order,Hymenoptera,NA,152741,
109191,133698,beetle,2,1,NA,Staphylinidae,family,Staphylinidae,0.5,113265,
109192,133699,other,2,12,NA,Psocodea,order,Psocodea,3.6,998435,
109193,133699,bee,2,1,NA,NA,family,Eurytomidae,0.4,154008,
109194,133699,bee,3,1,NA,"Lost, same as 2mm",order,Hymenoptera,NA,152741,
109195,133699,beetle,3,2,NA,NA,species,Microtonus sericans,2.1,NA,
109201,133701,beetle,2,1,NA,"Coccinellidae, larva",order,Coleoptera,0.5,109216,
109202,133701,beetle,4,1,NA,Curculionidae,order,Coleoptera,4.9,109216,
109203,133701,other,2,1,NA,Psocodea,order,Psocodea,0,998435,
109204,133702,other,2,8,NA,Psocodea,order,Psocodea,3.4,998435,
109206,133704,other,2,8,NA,Psocodea,order,Psocodea,1.5,998435,
109207,133706,truebugs,4,1,NA,"Miridae, lost",family,Miridae,NA,104419,
109208,133706,other,2,9,NA,Psocodea,order,Psocodea,3.3,998435,
109209,133706,beetle,2,2,NA,NA,species,Microtonus sericans,1.7,NA,
109213,133709,other,2,12,NA,Psocodea,order,Psocodea,1.6,998435,
109214,133709,spider,3,1,NA,Salticidae,family,Salticidae,1.5,871537,
109215,133709,spider,5,1,NA,Salticidae,family,Salticidae,10.5,871537,
109216,133709,beetle,3,2,NA,NA,family,Chrysomelidae,7.3,114509,
109224,133713,beetle,3,1,NA,NA,species,Microtonus sericans,1.5,NA,
109225,133713,other,2,2,NA,Psocodea,order,Psocodea,0.2,998435,
109233,133716,beetle,3,1,NA,NA,species,Microtonus sericans,1.5,NA,
109234,133716,truebugs,7,2,NA,NA,subfamily,Emesinae,1.9,721722,
109235,133716,other,2,3,NA,Psocodea,order,Psocodea,0.8,998435,
109236,133717,truebugs,6,1,NA,NA,subfamily,Emesinae,1.2,721722,
109237,133719,truebugs,5,1,NA,Lost,suborder,Heteroptera,NA,103358,
109238,133719,grasshopper,2,2,NA,NA,family,Gryllidae,0.7,102281,
109239,133719,leafhopper,2,2,NA,Lost 1,superfamily,Fulgoroidea,2.6,109173,
109559,133851,beetle,2,2,NA,Mordellidae,family,Mordellidae,1.5,114383,
109560,133851,fly,2,1,NA,NA,family,Chironomidae,0,127917,
109561,133852,fly,4,1,NA,NA,family,Chironomidae,2.1,127917,
109562,133852,beetle,2,1,NA,NA,species,Microtonus sericans,0.9,NA,
109563,133852,beetle,2,1,NA,Mordellidae,family,Mordellidae,0.3,114383,
109564,133852,ant,2,1,NA,NA,genus,Crematogaster,0.3,574052,
109565,133852,leafhopper,2,1,NA,NA,suborder,Auchenorrhyncha,0.3,109167,
109566,133852,other,2,1,NA,Psocodea,order,Psocodea,0.2,998435,
209566,133852,NA,2,1,NA,NA,order,Hymenoptera,0.3,152741,
109567,133853,beetle,2,1,NA,NA,family,Melyridae,0.5,113869,
109568,133853,other,12,1,NA,Dermaptera,family,Forficulidae,14.9,102456,
109569,133854,grasshopper,3,1,NA,Gryllidae,family,Gryllidae,2.3,102281,
109570,133854,beetle,12,1,NA,Elateridae,family,Elateridae,65.8,113879,
109571,133855,bee,2,1,NA,NA,family,Braconidae,0,152867,
109572,133855,other,2,1,NA,Collembola,order,Collembola,0.1,99237,
109573,133855,other,2,1,NA,Psocodea,order,Psocodea,0,998435,
109574,133856,bee,2,1,NA,NA,family,Braconidae,0.2,152867,
109575,133856,other,2,1,NA,Psocodea,order,Psocodea,0.2,998435,
109576,133857,truebugs,4,1,NA,NA,subfamily,Emesinae,0.5,721722,
109577,133857,fly,2,1,NA,"Fuzzy wings, lost",family,Psychodidae,NA,125351,
109578,133858,ant,3,8,NA,Crematogaster,genus,Crematogaster,4.5,574052,
109579,133858,beetle,5,1,NA,NA,genus,Isomira,9,NA,
109580,133859,other,5,1,NA,Trichoptera,order,Trichoptera,1.8,115095,
109581,133859,fly,4,1,NA,Larva,family,Stratiomyidae,1.6,130150,
109582,133859,beetle,3,1,NA,NA,species,Microtonus sericans,1.1,NA,
109583,133859,ant,3,1,NA,Crematogaster,genus,Crematogaster,0.7,574052,
109584,133860,beetle,3,1,NA,NA,family,Melyridae,2.6,113869,
109585,133860,other,2,1,NA,Psocodea,order,Psocodea,0.4,998435,
109586,133861,other,2,1,NA,Psocodea,order,Psocodea,0.1,998435,
109587,133862,truebugs,3,1,NA,NA,family,Miridae,0.8,104419,
109588,133865,fly,5,1,NA,Chironomidae,family,Chironomidae,2,127917,
109589,133865,other,2,1,NA,Psocodea,order,Psocodea,0.5,998435,
109590,133866,other,2,3,NA,Psocodea,order,Psocodea,1.1,998435,
109591,133866,fly,2,1,NA,Fuzzy wings,family,Psychodidae,NA,125351,
109592,133866,ant,3,1,NA,NA,genus,Tapinoma,0.9,154243,
109593,133867,ant,3,1,NA,NA,genus,Tapinoma,0.4,154243,
109594,133867,truebugs,3,1,NA,Corythucha,genus,Corythucha,0.7,104215,
109595,133868,other,2,4,NA,Psocodea,order,Psocodea,2.1,998435,
109596,133868,truebugs,2,1,NA,Corythucha,genus,Corythucha,0.9,104215,
109597,133869,bee,3,1,NA,NA,family,Pamphiliidae,0.6,152747,
109598,133869,spider,4,1,NA,NA,family,Thomisidae,8.6,871543,
109599,133870,grasshopper,2,1,NA,Gryllidae,family,Gryllidae,0.3,102281,
109600,133870,other,2,2,NA,Psocodea,order,Psocodea,0.4,998435,
109601,133871,beetle,2,1,NA,NA,family,Coccinellidae,1.5,114329,
109602,133871,leafhopper,3,1,NA,NA,suborder,Auchenorrhyncha,0.8,109167,
109603,133871,other,2,1,NA,Psocodea,order,Psocodea,0.1,998435,
109604,133872,beetle,3,1,NA,NA,family,Chrysomelidae,4.7,114509,
109605,133873,fly,2,2,NA,Lost,order,Diptera,NA,118831,
109824,133979,other,2,6,NA,Psocodea,order,Psocodea,1.3,998435,
109825,133979,fly,4,1,NA,Lost,order,Diptera,NA,118831,
109828,133982,fly,2,3,NA,Lost 1,order,Diptera,0.2,118831,
109829,133982,grasshopper,2,1,NA,NA,family,Gryllidae,0.5,102281,
109830,133982,other,2,1,NA,Psocodea,order,Psocodea,0,998435,
109836,133985,other,2,2,NA,Psocodea,order,Psocodea,0.8,998435,
109845,133991,beetle,2,1,NA,NA,family,Coccinellidae,2.1,114329,
109846,133991,other,2,4,NA,Psocodea,order,Psocodea,0.6,998435,
109847,133992,other,2,16,NA,Psocodea,order,Psocodea,4.7,998435,
109848,133992,leafhopper,4,2,NA,NA,family,Cicadellidae,2,109171,
109849,133992,beetle,3,1,NA,NA,species,Microtonus sericans,1.5,NA,
109850,133992,beetle,2,1,NA,Mordellidae,family,Mordellidae,1,114383,
109851,133995,other,2,14,NA,Psocodea,order,Psocodea,4.4,998435,
109852,133995,leafhopper,3,1,NA,NA,family,Cicadellidae,1.7,109171,
109853,133996,spider,2,1,NA,NA,family,Araneidae,0.6,82737,
109854,133996,truebugs,3,1,NA,Miridae,family,Miridae,3.8,104419,
109855,133996,truebugs,4,1,NA,Miridae,family,Miridae,4.9,104419,
109856,133996,other,2,6,NA,Psocodea,order,Psocodea,1.7,998435,
109865,134001,beetle,2,1,NA,NA,species,Microtonus sericans,0.6,NA,
109866,134001,spider,2,1,NA,NA,family,Thomisidae,0.6,871543,
109867,134001,other,2,1,NA,Lacewing larva,family,Aeolothripidae,0,103350,
109868,134001,other,2,5,NA,Psocodea,order,Psocodea,0.9,998435,
109885,134007,other,2,10,NA,Psocodea,order,Psocodea,NA,998435,
109886,134007,truebugs,5,1,NA,Miridae,family,Miridae,8.2,104419,
109887,134007,beetle,5,1,NA,Coccinellidae,species,Harmonia axyridis,21.4,692602,
109888,134007,leafhopper,3,2,NA,NA,family,Cicadellidae,1.9,109171,
109889,134007,leafhopper,4,1,NA,NA,family,Membracidae,9.3,109170,
109890,134007,beetle,3,1,NA,NA,family,Chrysomelidae,2.8,114509,
109891,134007,bee,3,1,NA,NA,family,Eurytomidae,0.8,154008,
109892,134007,bee,2,2,NA,Lost 1,family,Chalcididae,0,154021,
209892,134007,NA,2,8,NA,NA,order,Psocodea,1.4,998435,
109894,134010,other,2,3,NA,Psocodea,order,Psocodea,0.8,998435,
109895,134010,bee,3,2,NA,Lost 1,family,Eulophidae,0.5,153770,
109898,134012,truebugs,5,1,NA,Miridae,family,Miridae,4.4,104419,
109899,134012,truebugs,5,1,NA,NA,subfamily,Emesinae,1.6,721722,
109900,134012,other,2,4,NA,Psocodea,order,Psocodea,1.6,998435,
109901,134012,leafhopper,3,4,NA,NA,family,Cicadellidae,5.9,109171,
109902,134012,grasshopper,2,1,NA,NA,family,Gryllidae,0.6,102281,
109903,134013,other,2,1,NA,Psocodea,order,Psocodea,0.3,998435,
109905,134015,other,2,2,NA,Psocodea,order,Psocodea,0.6,998435,
109927,134032,beetle,2,1,NA,Mordellidae,family,Mordellidae,0.6,114383,
109928,134032,beetle,4,1,NA,Elateridae,family,Elateridae,3.2,113879,
109948,134044,beetle,3,1,NA,NA,species,Microtonus sericans,1.1,NA,
109957,134046,leafhopper,4,1,NA,NA,family,Fulgoridae,1.8,109179,
109958,134046,fly,4,1,NA,Lost,order,Diptera,NA,118831,
109959,134047,ant,8,1,NA,NA,genus,Formica,13.1,154211,
109960,134047,beetle,6,1,NA,"Cantharidae, lost",family,Cantharidae,NA,113837,
109965,134052,beetle,5,1,NA,NA,genus,Isomira,7.3,NA,
109966,134052,beetle,3,1,NA,Mordellidae,family,Mordellidae,1.7,114383,
110697,134414,beetle,2,1,NA,Coccinellidae,family,Coccinellidae,1.5,114329,
110698,134414,beetle,2,2,NA,Mordellidae,family,Mordellidae,2.5,114383,
110699,134414,beetle,3,1,NA,NA,genus,Ptilodactyla,0.9,114273,
110700,134414,other,2,1,NA,Psocodea,order,Psocodea,0,998435,
110708,134419,beetle,6,1,NA,Elateridae,family,Elateridae,10.5,113879,
110709,134419,beetle,5,1,NA,NA,genus,Isomira,8.7,NA,
110710,134419,beetle,4,1,NA,Mordellidae,family,Mordellidae,3.4,114383,
110711,134419,other,2,1,NA,Psocodea,order,Psocodea,0.1,998435,
110712,134419,spider,2,1,NA,NA,family,Theridiidae,1.6,82740,
110714,134422,bee,3,1,NA,Lost,order,Hymenoptera,NA,152741,
110715,134422,truebugs,7,1,NA,NA,subfamily,Emesinae,0.7,721722,
110716,134422,beetle,3,2,NA,Mordellidae,family,Mordellidae,7.5,114383,
110717,134422,beetle,2,1,NA,Mordellidae,family,Mordellidae,1.2,114383,
110718,134422,other,2,1,NA,Psocodea,order,Psocodea,0.4,998435,
110719,134425,beetle,3,1,NA,NA,family,Chrysomelidae,2.9,114509,
110726,134430,ant,5,1,NA,NA,genus,Camponotus,2.7,154194,
110730,134432,beetle,3,2,NA,Twice stabbed lady beetles,species,Chilocorus stigma,11.6,114345,
110731,134432,ant,3,1,NA,Crematogaster,genus,Crematogaster,0.8,574052,
110732,134432,beetle,3,1,NA,"Mordellidae, lost",family,Mordellidae,NA,114383,
110749,134435,beetle,4,1,NA,Mordellidae,family,Mordellidae,3.7,114383,
110750,134437,beetle,6,1,NA,Elateridae,family,Elateridae,9.9,113879,
110756,134447,beetle,3,1,NA,Coccinellidae,family,Coccinellidae,0.6,114329,
110757,134447,truebugs,3,1,NA,NA,family,Miridae,1,104419,
110758,134448,ant,5,1,NA,NA,genus,Ponera,1.6,574209,
110767,134455,beetle,6,1,NA,Elateridae,family,Elateridae,8.5,113879,
110768,134455,leafhopper,2,1,NA,NA,family,Cicadellidae,0.7,109171,
110769,134456,truebugs,3,1,NA,NA,family,Miridae,1.2,104419,
110773,134459,beetle,7,1,NA,Coccinellidae,species,Harmonia axyridis,63.2,692602,
110774,134459,beetle,5,1,NA,NA,family,Curculionidae,7.9,114666,
110775,134459,other,2,3,NA,Psocodea,order,Psocodea,0.4,998435,
110776,134459,bee,2,1,NA,NA,family,Torymidae,0.2,153968,
110783,134463,truebugs,3,2,NA,Corythucha,genus,Corythucha,1.8,104215,
110797,134472,beetle,7,1,NA,"Coccinellidae, larva",family,Coccinellidae,6.1,114329,
110811,134477,beetle,7,1,NA,"Coccinellidae, larva",family,Coccinellidae,6.7,114329,
110819,134482,leafhopper,11,1,NA,NA,family,Membracidae,63,109170,
110820,134482,other,2,1,NA,Psocodea,order,Psocodea,0.6,998435,
110839,134491,beetle,3,2,NA,NA,family,Chrysomelidae,9.4,114509,
110840,134491,truebugs,2,1,NA,NA,family,Miridae,0.6,104419,
110841,134491,truebugs,3,1,NA,nymph,family,Miridae,1.8,104419,
110842,134491,other,2,3,NA,Psocodea,order,Psocodea,0.4,998435,
